IssueID,LPO_Number,ItemCode,IssueDate,IssuedTo,IssuedToID,IssuedBy,IssuedQuantity,UnitCost,TotalCost,IssueType,TransportMode,DeliveryStatus,WaybillNo,Remarks,Department,RequestID,BatchNo,ExpiryDate,StorageCondition,QualityCheck,IssuedFromWarehouse
ISS-000105,LPO-005661,MED-ISS-8656,2025-02-21,Pharmacy,REC-8240,Megan Payne,24,341.46,8195.04,Loan,Road,In Transit,WB-60345,,ER,REQ-4902,BATCH-30231,2025-10-29,Refrigerated,Pending,Cold Storage
ISS-000106,LPO-000838,MED-ISS-6136,2025-03-02,Government Agency,REC-8840,Erik Schmidt,5,487.69,2438.45,Return,Air,Pending,WB-50449,Fragile,OPD,REQ-2845,BATCH-19050,2025-07-24,Room Temperature,Failed,Dispatch Center
ISS-000107,LPO-002876,MED-ISS-3726,2025-03-12,Clinic,REC-4225,Seth Spencer,3,325.69,977.07,Return,Air,Pending,WB-47465,Urgent,Laboratory,REQ-9762,BATCH-47326,2025-06-30,Room Temperature,Conditional,Satellite Store
ISS-000108,LPO-000008,MED-EQU-2307,2025-01-12,Hospital,REC-8981,Matthew Shelton,4,322.83,1291.32,Regular,Air,Delivered,WB-15711,Temperature Sensitive,Maternity,REQ-4180,BATCH-47218,2025-04-17,Frozen,Pending,Satellite Store
ISS-000109,LPO-006438,MED-ISS-8553,2025-08-20,Hospital,REC-8452,Cynthia Robertson,91,9.05,823.55,Return,Air,Delivered,WB-34958,,ER,REQ-2816,BATCH-91468,2026-06-07,Refrigerated,Pending,Dispatch Center
ISS-000110,LPO-004536,MED-ISS-8544,2025-10-26,Government Agency,REC-9320,Jorge Larson,58,344.44,19977.52,Loan,Road,Partially Delivered,WB-78456,Urgent,Surgery,REQ-3469,BATCH-17259,2026-01-29,Room Temperature,Failed,Dispatch Center
ISS-000111,LPO-001760,MED-ISS-1849,2025-05-26,Clinic,REC-5110,Jonathan Villanueva,35,372.99,13054.65,Return,Air,In Transit,WB-13748,Controlled Substance,Maternity,REQ-4775,BATCH-72703,2026-02-11,Frozen,Conditional,Satellite Store
ISS-000112,LPO-003249,MED-ISS-2629,2025-11-07,Pharmacy,REC-8214,Emily Norman,15,158.78,2381.7,Donation,Air,Partially Delivered,WB-62506,,Pediatrics,REQ-2875,BATCH-12440,2026-10-10,Frozen,Conditional,Dispatch Center
ISS-000113,LPO-001587,MED-ISS-2011,2025-06-23,Pharmacy,REC-9084,Charles Sanchez,97,8.52,826.44,Regular,Road,Delivered,WB-48015,Controlled Substance,Maternity,REQ-1499,BATCH-50863,2026-01-27,Room Temperature,Passed,Cold Storage
ISS-000114,LPO-000503,MED-ISS-1679,2025-05-14,Clinic,REC-5414,Brent Nichols,65,357.84,23259.6,Loan,Courier,Pending,WB-85882,Temperature Sensitive,ER,REQ-3710,BATCH-52608,2026-03-30,Frozen,Conditional,Dispatch Center
ISS-000115,LPO-001948,MED-ISS-7339,2025-05-09,Clinic,REC-6947,Lauren Green,5,259.48,1297.4,Regular,Road,Delivered,WB-86199,Temperature Sensitive,OPD,REQ-6133,BATCH-60790,2026-05-03,Refrigerated,Failed,Main Warehouse
ISS-000116,LPO-006311,MED-ISS-2224,2025-06-03,Hospital,REC-1310,Amy Carr,15,306.39,4595.85,Donation,Road,Delivered,WB-11926,Controlled Substance,ER,REQ-5409,BATCH-42701,2025-08-09,Frozen,Pending,Main Warehouse
ISS-000117,LPO-006342,MED-ISS-4486,2025-08-29,Hospital,REC-7197,Dr. Leah Bruce,46,271.39,12483.94,Return,Sea,Partially Delivered,WB-58372,Temperature Sensitive,OPD,REQ-4625,BATCH-86921,2025-11-26,Room Temperature,Failed,Dispatch Center
ISS-000118,LPO-006377,MED-ISS-7336,2025-09-14,Pharmacy,REC-5457,Amanda Roman,99,186.27,18440.73,Emergency,Courier,Partially Delivered,WB-74171,Urgent,Pediatrics,REQ-7035,BATCH-61765,2026-02-13,Cold Chain,Failed,Main Warehouse
ISS-000119,LPO-005894,MED-ISS-3042,2025-04-09,Pharmacy,REC-9543,Mrs. Pamela Sandoval,16,209.54,3352.64,Emergency,Road,In Transit,WB-53360,,ER,REQ-3464,BATCH-83971,2025-05-24,Cold Chain,Conditional,Cold Storage
ISS-000120,LPO-004889,MED-ISS-7592,2025-05-08,Government Agency,REC-4300,Wesley Lester,44,140.24,6170.56,Regular,Courier,Delivered,WB-60617,,Maternity,REQ-6143,BATCH-80814,2025-09-20,Frozen,Conditional,Satellite Store
ISS-000121,LPO-006985,MED-ISS-4924,2025-07-23,Pharmacy,REC-4825,Tony Brown,38,361.28,13728.64,Regular,Courier,Pending,WB-61598,Urgent,OPD,REQ-3360,BATCH-77208,2025-09-14,Cold Chain,Conditional,Satellite Store
ISS-000122,LPO-005513,MED-ISS-3363,2025-07-20,Clinic,REC-1808,Dana Cox DDS,34,485.27,16499.18,Emergency,Sea,Pending,WB-51201,,Maternity,REQ-1753,BATCH-16367,2026-03-14,Cold Chain,Failed,Satellite Store
ISS-000123,LPO-006516,MED-ISS-2649,2025-11-12,Pharmacy,REC-9909,Alicia Lutz,45,117.61,5292.45,Return,Courier,In Transit,WB-16386,Fragile,OPD,REQ-8119,BATCH-51440,2026-08-24,Room Temperature,Conditional,Main Warehouse
ISS-000124,LPO-006631,MED-ISS-4975,2025-01-03,Clinic,REC-9286,Gregory Russell,83,243.54,20213.82,Regular,Air,Pending,WB-91755,,Maternity,REQ-4105,BATCH-50722,2025-03-29,Refrigerated,Passed,Satellite Store
ISS-000125,LPO-006278,MED-ISS-4518,2025-11-30,Clinic,REC-7944,Sarah Atkins,49,189.95,9307.55,Emergency,Road,In Transit,WB-89698,Urgent,Pediatrics,REQ-5442,BATCH-72609,2026-02-22,Refrigerated,Passed,Main Warehouse
ISS-000126,LPO-006340,MED-ISS-4458,2025-03-21,Clinic,REC-6897,Hector Copeland,95,470.16,44665.2,Donation,Courier,Partially Delivered,WB-51327,Urgent,OPD,REQ-8786,BATCH-34323,2025-08-23,Cold Chain,Passed,Cold Storage
ISS-000127,LPO-005384,MED-ISS-8711,2025-12-14,Government Agency,REC-8943,Doris Roberts,1,299.07,299.07,Regular,Road,Partially Delivered,WB-85329,Fragile,ER,REQ-7851,BATCH-79748,2026-06-28,Frozen,Pending,Dispatch Center
ISS-000128,LPO-004777,MED-ISS-7869,2025-08-18,Hospital,REC-4037,Robert Roberts,55,118.02,6491.1,Loan,Sea,Partially Delivered,WB-84609,Urgent,Maternity,REQ-3312,BATCH-64435,2026-07-21,Room Temperature,Failed,Cold Storage
ISS-000129,LPO-002736,MED-ISS-6612,2025-05-25,Government Agency,REC-1035,Alexandra Nelson,45,75.52,3398.4,Emergency,Air,In Transit,WB-51188,,ER,REQ-2921,BATCH-31262,2025-11-13,Refrigerated,Conditional,Cold Storage
ISS-000130,LPO-005195,MED-ISS-7061,2025-06-25,Government Agency,REC-7699,Brian Jones,96,259.46,24908.16,Emergency,Road,Partially Delivered,WB-35061,Fragile,Maternity,REQ-8952,BATCH-88343,2025-10-13,Cold Chain,Conditional,Main Warehouse
ISS-000131,LPO-004922,MED-ISS-4116,2025-09-30,Hospital,REC-4147,Mrs. Sarah Matthews,76,304.43,23136.68,Donation,Courier,In Transit,WB-41880,Temperature Sensitive,Maternity,REQ-8058,BATCH-59534,2026-01-20,Room Temperature,Pending,Cold Storage
ISS-000132,LPO-006127,MED-ISS-5178,2025-02-20,Government Agency,REC-1968,Amy Richardson,8,324.63,2597.04,Regular,Road,Pending,WB-39693,Controlled Substance,ER,REQ-8899,BATCH-78289,2025-12-19,Cold Chain,Passed,Cold Storage
ISS-000133,LPO-000994,MED-ISS-7818,2025-07-07,Hospital,REC-9743,Lindsay Butler,79,312.07,24653.53,Loan,Road,Delivered,WB-85810,Temperature Sensitive,Pediatrics,REQ-6447,BATCH-34914,2025-10-06,Room Temperature,Conditional,Cold Storage
ISS-000134,LPO-004811,MED-ISS-7519,2025-11-10,Government Agency,REC-9354,Michael Smith,43,462.57,19890.51,Regular,Road,Delivered,WB-98537,Urgent,ICU,REQ-9042,BATCH-49735,2026-01-03,Cold Chain,Conditional,Dispatch Center
ISS-000135,LPO-005006,MED-ISS-7524,2025-03-18,NGO,REC-5626,Jason Lewis,52,478.47,24880.44,Return,Courier,In Transit,WB-91258,Controlled Substance,Pediatrics,REQ-6917,BATCH-44698,2025-08-30,Cold Chain,Pending,Main Warehouse
ISS-000136,LPO-005648,MED-ISS-5058,2025-12-25,Pharmacy,REC-6916,Tiffany Lindsey,35,233.78,8182.3,Return,Air,In Transit,WB-29101,,ER,REQ-2785,BATCH-61091,2026-07-17,Refrigerated,Pending,Satellite Store
ISS-000137,LPO-005236,MED-ISS-1397,2025-07-19,Hospital,REC-7828,Ashley Johnson,79,11.73,926.67,Donation,Air,Delivered,WB-75434,Urgent,OPD,REQ-2146,BATCH-21667,2025-11-30,Frozen,Failed,Cold Storage
ISS-000138,LPO-005842,MED-ISS-1328,2025-07-22,NGO,REC-3814,Timothy Gibson,9,152.98,1376.82,Emergency,Courier,Delivered,WB-52298,Urgent,Surgery,REQ-5967,BATCH-68129,2025-09-28,Cold Chain,Pending,Dispatch Center
ISS-000139,LPO-000526,MED-ISS-6743,2025-08-19,Hospital,REC-7286,Joy Boyle,92,205.91,18943.72,Return,Courier,Pending,WB-51101,,Laboratory,REQ-4887,BATCH-91473,2025-10-14,Refrigerated,Passed,Main Warehouse
ISS-000140,LPO-001206,MED-ISS-2995,2025-01-13,Clinic,REC-9152,Daniel Hampton,84,460.98,38722.32,Return,Air,Delivered,WB-91516,Controlled Substance,Laboratory,REQ-7772,BATCH-41451,2025-10-02,Cold Chain,Failed,Dispatch Center
ISS-000141,LPO-005867,MED-ISS-4065,2025-08-14,NGO,REC-2582,Michael Finley,14,397.75,5568.5,Emergency,Air,Pending,WB-28664,Urgent,Laboratory,REQ-9087,BATCH-55216,2026-03-20,Cold Chain,Failed,Main Warehouse
ISS-000142,LPO-002484,MED-ISS-9106,2025-08-20,Hospital,REC-3232,Sharon Gregory,65,43.81,2847.65,Donation,Air,Delivered,WB-34279,Urgent,OPD,REQ-5144,BATCH-68931,2026-04-30,Cold Chain,Passed,Main Warehouse
ISS-000143,LPO-005439,MED-ISS-6286,2025-03-07,Hospital,REC-6781,Brandon Cox,44,25.49,1121.56,Emergency,Courier,In Transit,WB-19315,Fragile,ER,REQ-6308,BATCH-74566,2026-01-15,Frozen,Pending,Cold Storage
ISS-000144,LPO-005125,MED-ISS-8347,2025-05-23,Clinic,REC-5105,Andrew Morris,5,114.64,573.2,Donation,Courier,Pending,WB-75114,Fragile,Laboratory,REQ-5558,BATCH-30658,2026-05-02,Room Temperature,Passed,Dispatch Center
ISS-000145,LPO-002953,MED-ISS-3742,2025-09-26,Government Agency,REC-4616,David Cortez,26,147.29,3829.54,Donation,Air,Pending,WB-62320,,Laboratory,REQ-7704,BATCH-81581,2025-11-17,Refrigerated,Failed,Main Warehouse
ISS-000146,LPO-005677,MED-ISS-2781,2025-02-01,Clinic,REC-7940,Juan Barnett,47,223.43,10501.21,Regular,Air,Partially Delivered,WB-40885,Controlled Substance,Pediatrics,REQ-4404,BATCH-30600,2025-05-29,Frozen,Passed,Dispatch Center
ISS-000147,LPO-005444,MED-ISS-6190,2025-10-15,NGO,REC-7529,Fernando Gonzalez,20,498.53,9970.6,Return,Road,Delivered,WB-40990,Urgent,Pediatrics,REQ-8834,BATCH-23561,2026-01-30,Frozen,Failed,Main Warehouse
ISS-000148,LPO-004304,MED-ISS-4105,2025-05-16,Pharmacy,REC-9993,Shannon Jackson,77,421.03,32419.31,Return,Sea,Partially Delivered,WB-90587,,Maternity,REQ-7966,BATCH-37849,2026-01-25,Refrigerated,Pending,Main Warehouse
ISS-000149,LPO-007069,MED-ISS-6909,2025-09-24,NGO,REC-1886,Katrina Stevens,72,372.03,26786.16,Return,Sea,In Transit,WB-36864,Controlled Substance,Pediatrics,REQ-6837,BATCH-98375,2026-08-10,Refrigerated,Conditional,Main Warehouse
ISS-000150,LPO-005562,MED-ISS-2672,2025-09-05,NGO,REC-7353,Michael Craig,31,223.72,6935.32,Loan,Road,In Transit,WB-94344,Controlled Substance,Laboratory,REQ-9499,BATCH-98787,2026-04-06,Frozen,Failed,Cold Storage
ISS-000151,LPO-001032,MED-ISS-4273,2025-01-24,Clinic,REC-9020,Mr. Samuel Allen,49,309.25,15153.25,Donation,Courier,Pending,WB-92341,Fragile,Maternity,REQ-7223,BATCH-88759,2025-11-30,Room Temperature,Passed,Dispatch Center
ISS-000152,LPO-005308,MED-ISS-6628,2025-07-31,Pharmacy,REC-5099,Justin Callahan,77,205.07,15790.39,Loan,Courier,Partially Delivered,WB-48291,Controlled Substance,Pediatrics,REQ-4933,BATCH-50042,2026-03-24,Cold Chain,Pending,Cold Storage
ISS-000153,LPO-002509,MED-ISS-9434,2025-09-12,NGO,REC-2014,Brenda Moss,26,488.97,12713.22,Regular,Sea,Partially Delivered,WB-52433,Temperature Sensitive,Maternity,REQ-1915,BATCH-52261,2026-08-09,Room Temperature,Pending,Main Warehouse
ISS-000154,LPO-005059,MED-ISS-2617,2025-04-08,Hospital,REC-8655,Ashley Harrison,74,138.64,10259.36,Loan,Sea,In Transit,WB-48160,,Maternity,REQ-8658,BATCH-58310,2026-01-15,Room Temperature,Conditional,Dispatch Center
ISS-000155,LPO-005954,MED-ISS-5513,2025-06-15,NGO,REC-5470,Peter Castaneda,53,418.94,22203.82,Regular,Road,Pending,WB-26433,,Pediatrics,REQ-7846,BATCH-12897,2025-08-21,Refrigerated,Conditional,Cold Storage
ISS-000156,LPO-001089,MED-ISS-6690,2025-01-07,Pharmacy,REC-5391,Heather Wheeler,45,126.83,5707.35,Emergency,Road,Partially Delivered,WB-46146,Controlled Substance,Surgery,REQ-5084,BATCH-68630,2025-10-23,Cold Chain,Conditional,Dispatch Center
ISS-000157,LPO-006085,MED-ISS-5331,2025-12-15,Hospital,REC-8121,Melissa Johnson,67,327.71,21956.57,Emergency,Courier,Partially Delivered,WB-41923,Temperature Sensitive,OPD,REQ-2235,BATCH-83828,2026-03-18,Frozen,Passed,Satellite Store
ISS-000158,LPO-000525,MED-ISS-7911,2025-10-19,Hospital,REC-6137,Dr. Ryan Roach,32,471.96,15102.72,Emergency,Courier,In Transit,WB-74474,Controlled Substance,Maternity,REQ-7590,BATCH-89039,2026-06-23,Refrigerated,Conditional,Dispatch Center
ISS-000159,LPO-004421,MED-ISS-4572,2025-01-02,NGO,REC-8124,Christopher Hartman,90,268.76,24188.4,Loan,Courier,In Transit,WB-66112,,Pediatrics,REQ-1647,BATCH-76099,2025-07-23,Room Temperature,Failed,Satellite Store
ISS-000160,LPO-000862,MED-ISS-7278,2025-10-10,Hospital,REC-9714,Michael Rodriguez,53,424.43,22494.79,Regular,Air,In Transit,WB-57686,,ER,REQ-8197,BATCH-80539,2026-06-13,Frozen,Conditional,Dispatch Center
ISS-000161,LPO-002455,MED-ISS-9153,2025-11-17,NGO,REC-5668,Robert Martinez,57,362.83,20681.31,Emergency,Air,Partially Delivered,WB-61460,Fragile,ICU,REQ-9100,BATCH-24002,2026-05-29,Frozen,Failed,Dispatch Center
ISS-000162,LPO-003277,MED-ISS-6356,2025-04-11,NGO,REC-3325,Samantha Simmons,52,158.7,8252.4,Donation,Courier,Pending,WB-83373,Controlled Substance,ER,REQ-3644,BATCH-94013,2025-07-10,Frozen,Passed,Dispatch Center
ISS-000163,LPO-005054,MED-ISS-4251,2025-02-20,Government Agency,REC-9571,George English,20,109.01,2180.2,Return,Courier,Delivered,WB-87394,Fragile,Laboratory,REQ-6668,BATCH-31748,2026-02-19,Cold Chain,Pending,Satellite Store
ISS-000164,LPO-000380,MED-VAC-2110,2025-10-29,NGO,REC-7226,Patricia Bell,17,176.62,3002.54,Loan,Air,Partially Delivered,WB-53651,Fragile,ICU,REQ-9679,BATCH-63724,2026-01-31,Cold Chain,Pending,Satellite Store
ISS-000165,LPO-005570,MED-ISS-2584,2025-09-29,Pharmacy,REC-2306,Zachary Ramirez,95,55.33,5256.35,Donation,Road,Partially Delivered,WB-73731,Controlled Substance,ICU,REQ-6177,BATCH-89776,2025-10-30,Frozen,Failed,Dispatch Center
ISS-000166,LPO-003083,MED-ISS-2366,2025-11-17,NGO,REC-6807,Joy Washington,90,66.76,6008.4,Return,Road,In Transit,WB-92918,Temperature Sensitive,ICU,REQ-2462,BATCH-85997,2026-07-24,Cold Chain,Passed,Dispatch Center
ISS-000167,LPO-002477,MED-ISS-8046,2025-05-27,Clinic,REC-1491,Daniel Dorsey,25,282.7,7067.5,Donation,Air,Partially Delivered,WB-34540,Temperature Sensitive,Maternity,REQ-4691,BATCH-90338,2026-03-02,Frozen,Pending,Main Warehouse
ISS-000168,LPO-004411,MED-ISS-4919,2025-11-16,NGO,REC-6437,Clayton Dixon,41,23.68,970.88,Return,Sea,Delivered,WB-17443,Controlled Substance,Laboratory,REQ-3244,BATCH-13401,2026-08-08,Cold Chain,Conditional,Cold Storage
ISS-000169,LPO-005187,MED-ISS-2163,2025-08-08,Clinic,REC-8087,Kevin Romero,45,154.41,6948.45,Regular,Road,Delivered,WB-33707,,ER,REQ-7684,BATCH-21762,2025-09-14,Room Temperature,Failed,Main Warehouse
ISS-000170,LPO-002287,MED-ISS-7547,2025-10-14,Government Agency,REC-7643,James Callahan,40,99.77,3990.8,Emergency,Road,Partially Delivered,WB-41230,Temperature Sensitive,Maternity,REQ-6186,BATCH-52424,2026-07-13,Cold Chain,Conditional,Cold Storage
ISS-000171,LPO-004292,MED-ISS-2429,2025-09-18,Hospital,REC-7681,Ryan Barber,34,365.32,12420.88,Return,Courier,In Transit,WB-67290,Urgent,OPD,REQ-3008,BATCH-87531,2026-01-16,Frozen,Failed,Main Warehouse
ISS-000172,LPO-006929,MED-ISS-6093,2025-03-07,Government Agency,REC-5410,Sandra Jackson,19,422.01,8018.19,Emergency,Air,Partially Delivered,WB-78719,Temperature Sensitive,Laboratory,REQ-2467,BATCH-91119,2026-02-15,Room Temperature,Conditional,Cold Storage
ISS-000173,LPO-005892,MED-ISS-2264,2025-03-13,NGO,REC-4876,Morgan Johnson,4,4.88,19.52,Loan,Sea,Partially Delivered,WB-11808,Controlled Substance,Surgery,REQ-4501,BATCH-91162,2025-07-10,Cold Chain,Pending,Dispatch Center
ISS-000174,LPO-004815,MED-ISS-8774,2025-12-20,Hospital,REC-1583,Julie Hill,25,120.36,3009.0,Regular,Air,Delivered,WB-20201,,Laboratory,REQ-3368,BATCH-23110,2026-11-17,Frozen,Failed,Satellite Store
ISS-000175,LPO-005316,MED-ISS-4555,2025-07-03,Pharmacy,REC-3381,Helen Sims,37,215.26,7964.62,Emergency,Road,Pending,WB-20985,Temperature Sensitive,Maternity,REQ-8768,BATCH-42145,2025-08-27,Room Temperature,Pending,Main Warehouse
ISS-000176,LPO-005457,MED-ISS-5423,2025-06-23,Hospital,REC-5038,Christine Medina,5,284.49,1422.45,Regular,Road,Delivered,WB-11492,Urgent,Laboratory,REQ-1700,BATCH-95201,2026-02-03,Frozen,Failed,Main Warehouse
ISS-000177,LPO-004555,MED-ISS-2121,2025-03-15,Clinic,REC-3362,Nicholas Hall,17,299.46,5090.82,Return,Sea,Partially Delivered,WB-49802,Fragile,Laboratory,REQ-1163,BATCH-81946,2025-11-02,Room Temperature,Pending,Cold Storage
ISS-000178,LPO-002504,MED-ISS-9299,2025-06-18,Government Agency,REC-5529,Ashley Miller,74,206.18,15257.32,Emergency,Courier,Pending,WB-52516,,ICU,REQ-4458,BATCH-77460,2026-02-14,Room Temperature,Passed,Dispatch Center
ISS-000179,LPO-006722,MED-ISS-9463,2025-06-18,Clinic,REC-1508,Bobby Sellers,62,454.95,28206.9,Regular,Courier,Delivered,WB-91792,Fragile,Surgery,REQ-4447,BATCH-13766,2026-01-21,Refrigerated,Failed,Dispatch Center
ISS-000180,LPO-005697,MED-ISS-1377,2025-01-16,NGO,REC-9873,Lisa Gonzales,43,478.95,20594.85,Donation,Sea,Delivered,WB-51161,,ER,REQ-4104,BATCH-76315,2025-05-06,Cold Chain,Failed,Dispatch Center
ISS-000181,LPO-004279,MED-ISS-2821,2025-07-04,Hospital,REC-2487,Tammy Harris,75,56.55,4241.25,Donation,Courier,Delivered,WB-28733,,Pediatrics,REQ-4498,BATCH-58994,2026-05-06,Frozen,Conditional,Cold Storage
ISS-000182,LPO-005257,MED-ISS-5062,2025-07-28,NGO,REC-6374,Micheal Wheeler,71,441.03,31313.13,Donation,Courier,Delivered,WB-13422,Fragile,Pediatrics,REQ-5204,BATCH-18044,2025-09-08,Room Temperature,Passed,Satellite Store
ISS-000183,LPO-002481,MED-ISS-3426,2025-12-15,NGO,REC-2274,Kyle Nelson,30,279.22,8376.6,Emergency,Road,Pending,WB-60726,Fragile,ICU,REQ-5121,BATCH-79093,2026-01-20,Frozen,Passed,Dispatch Center
ISS-000184,LPO-002182,MED-ISS-2271,2025-08-17,NGO,REC-5335,Shawn Cox,70,89.76,6283.2,Emergency,Road,Pending,WB-97698,Fragile,ER,REQ-8961,BATCH-61637,2026-04-05,Refrigerated,Pending,Main Warehouse
ISS-000185,LPO-005771,MED-ISS-8941,2025-03-24,Government Agency,REC-8720,Julian Knight,40,473.76,18950.4,Return,Air,Partially Delivered,WB-15482,Controlled Substance,Laboratory,REQ-1003,BATCH-95620,2025-07-21,Frozen,Conditional,Cold Storage
ISS-000186,LPO-004844,MED-ISS-9889,2025-03-30,Government Agency,REC-4893,John Rodriguez,39,472.41,18423.99,Loan,Sea,Partially Delivered,WB-80733,,Surgery,REQ-4962,BATCH-14485,2025-08-22,Cold Chain,Pending,Main Warehouse
ISS-000187,LPO-004179,MED-ISS-2176,2025-05-15,Hospital,REC-5879,Brent Lopez,66,329.08,21719.28,Donation,Courier,Pending,WB-84420,,Surgery,REQ-2749,BATCH-38660,2025-09-16,Frozen,Failed,Main Warehouse
ISS-000188,LPO-001413,MED-ISS-8647,2025-04-22,Pharmacy,REC-2294,Jonathan Duke,97,114.85,11140.45,Loan,Road,Pending,WB-70996,Urgent,Laboratory,REQ-3205,BATCH-47117,2026-03-01,Room Temperature,Failed,Main Warehouse
ISS-000189,LPO-004263,MED-ISS-5535,2025-05-12,Hospital,REC-2627,Mackenzie Taylor,96,79.2,7603.2,Regular,Air,In Transit,WB-91147,,ICU,REQ-6415,BATCH-73201,2025-08-30,Refrigerated,Failed,Cold Storage
ISS-000190,LPO-003962,MED-ISS-9123,2025-06-28,Government Agency,REC-4887,Victor Hanson,73,352.69,25746.37,Regular,Air,Pending,WB-62564,Controlled Substance,OPD,REQ-2491,BATCH-65915,2026-04-12,Cold Chain,Pending,Satellite Store
ISS-000191,LPO-006171,MED-ISS-7495,2025-03-02,Hospital,REC-4790,Monica Moore,14,10.23,143.22,Return,Sea,Delivered,WB-23467,Controlled Substance,ICU,REQ-1825,BATCH-60642,2025-10-13,Room Temperature,Failed,Main Warehouse
ISS-000192,LPO-004102,MED-ISS-1487,2025-12-24,NGO,REC-6673,Nicole Cooper,87,482.4,41968.8,Donation,Road,Delivered,WB-73026,Fragile,Laboratory,REQ-6788,BATCH-83439,2026-03-05,Room Temperature,Conditional,Cold Storage
ISS-000193,LPO-002624,MED-ISS-3633,2025-10-18,Clinic,REC-4859,Stephanie Bradley,42,168.35,7070.7,Regular,Courier,In Transit,WB-96217,Fragile,Pediatrics,REQ-9800,BATCH-60078,2026-04-11,Cold Chain,Conditional,Dispatch Center
ISS-000194,LPO-006327,MED-ISS-5258,2025-02-16,Government Agency,REC-6005,Sherry Parsons,86,416.61,35828.46,Regular,Courier,Partially Delivered,WB-54682,Controlled Substance,Surgery,REQ-9709,BATCH-95903,2026-01-31,Refrigerated,Failed,Main Warehouse
ISS-000195,LPO-002719,MED-ISS-7233,2025-01-18,Pharmacy,REC-9328,Janice Jones,20,248.83,4976.6,Regular,Sea,In Transit,WB-28062,Urgent,Maternity,REQ-4714,BATCH-74518,2025-04-05,Refrigerated,Passed,Main Warehouse
ISS-000196,LPO-005704,MED-ISS-9109,2025-06-01,Government Agency,REC-9217,Heather Young,55,152.94,8411.7,Emergency,Road,In Transit,WB-18627,Temperature Sensitive,Pediatrics,REQ-7970,BATCH-88176,2025-12-16,Frozen,Passed,Dispatch Center
ISS-000197,LPO-001710,MED-ISS-1757,2025-05-23,Pharmacy,REC-8007,David Brown,76,2.69,204.44,Loan,Courier,In Transit,WB-27634,Fragile,Maternity,REQ-7850,BATCH-13240,2025-11-02,Frozen,Failed,Dispatch Center
ISS-000198,LPO-006470,MED-ISS-3490,2025-09-13,NGO,REC-9170,Stephanie Alvarez,52,126.98,6602.96,Return,Sea,In Transit,WB-11999,,OPD,REQ-7879,BATCH-88004,2026-01-03,Frozen,Passed,Cold Storage
ISS-000199,LPO-005784,MED-ISS-6632,2025-04-07,Government Agency,REC-6600,Cathy Barry,58,21.03,1219.74,Regular,Sea,In Transit,WB-49705,Urgent,Pediatrics,REQ-4632,BATCH-11107,2025-06-09,Room Temperature,Conditional,Dispatch Center
ISS-000200,LPO-006434,MED-ISS-4804,2025-05-13,Clinic,REC-8956,Megan Le,38,137.17,5212.46,Donation,Courier,Delivered,WB-16698,Fragile,OPD,REQ-7769,BATCH-43252,2025-10-15,Refrigerated,Pending,Main Warehouse
ISS-000201,LPO-006855,MED-ISS-7456,2025-02-13,Hospital,REC-3506,Derrick Strong,80,309.93,24794.4,Donation,Sea,Delivered,WB-12297,Fragile,Maternity,REQ-6889,BATCH-38672,2025-07-22,Room Temperature,Failed,Main Warehouse
ISS-000202,LPO-005469,MED-ISS-5391,2025-02-28,Pharmacy,REC-9956,Angela Williams,25,226.87,5671.75,Loan,Sea,In Transit,WB-91126,Controlled Substance,Surgery,REQ-9845,BATCH-89674,2025-09-06,Frozen,Passed,Cold Storage
ISS-000203,LPO-006801,MED-ISS-2352,2025-08-05,Pharmacy,REC-9175,David Porter,85,496.9,42236.5,Donation,Courier,In Transit,WB-19388,Controlled Substance,OPD,REQ-6693,BATCH-88970,2025-10-18,Refrigerated,Failed,Dispatch Center
ISS-000204,LPO-002284,MED-ISS-6799,2025-06-19,Pharmacy,REC-2285,Ronald Mitchell,46,88.68,4079.28,Return,Courier,In Transit,WB-35239,Fragile,Laboratory,REQ-8028,BATCH-68552,2026-06-18,Frozen,Failed,Cold Storage
ISS-000205,LPO-006636,MED-ISS-7747,2025-05-22,NGO,REC-2819,Joseph Rhodes,92,43.75,4025.0,Return,Air,Delivered,WB-62854,Temperature Sensitive,OPD,REQ-3818,BATCH-52609,2026-04-18,Refrigerated,Pending,Cold Storage
ISS-000206,LPO-007004,MED-ISS-3900,2025-12-05,Government Agency,REC-2751,Noah Shepherd,86,130.71,11241.06,Regular,Courier,In Transit,WB-21806,Fragile,Laboratory,REQ-8206,BATCH-78147,2026-08-06,Frozen,Failed,Cold Storage
ISS-000207,LPO-006715,MED-ISS-1493,2025-05-19,Clinic,REC-1910,Kathy Russell,87,154.57,13447.59,Return,Air,Pending,WB-63285,Fragile,Pediatrics,REQ-9006,BATCH-68224,2025-10-02,Cold Chain,Passed,Cold Storage
ISS-000208,LPO-003930,MED-ISS-4961,2025-01-19,NGO,REC-3596,Benjamin Moreno DVM,74,152.93,11316.82,Regular,Sea,In Transit,WB-74091,Controlled Substance,ER,REQ-3269,BATCH-60156,2025-10-28,Refrigerated,Failed,Cold Storage
